scheme_id,scheme_code,scheme_name,scheme_type,short_description,detailed_description,purpose,source_organization,ministry,implementing_agency,target_beneficiary,applicant_types,marginalized_group,target_groups,entrepreneur_type,sc_required,social_category,gender_condition,gender_requirement,age_min,age_max,income_limit,income_operator,income_definition,state_restriction,state_coverage,district_restriction,district_coverage,sector,activity_type,business_types,business_stage,new_unit_required,new_business_allowed,existing_unit_allowed,existing_business_allowed,business_registration_required,enterprise_size_requirement,education_applicable,vocational_training_applicable,support_type,benefit_description,loan_available,min_project_cost,max_project_cost,minimum_loan_amount,maximum_loan_amount,min_loan_amount,max_loan_amount,financing_percentage,beneficiary_contribution_percentage,subsidy_available,subsidy_percentage,subsidy_details,grant_available,grant_amount,interest_rate_min,interest_rate_max,interest_rate_type,repayment_period_min_months,repayment_period_max_months,repayment_frequency,moratorium_min_months,moratorium_max_months,moratorium_interest_mode,collateral_required,security_required,training_available,equipment_support,market_support,working_capital_support,application_mode,application_url,official_portal,application_steps,required_documents,helpline,official_source_url,source_title,source_document,source_page,source_section,source_published_date,effective_from,effective_to,scheme_version,previous_version,change_summary,last_verified_date,verification_status,scheme_status,notes,data_confidence,searchable_tags,normalization_note,raw_source_row,legacy_priority_raw
SIH26092-041,SIH26092-041,Coir Udyami Yojana,Government Welfare Scheme,40% capital subsidy for coir units with project cost up to ₹10 Lakh with bank loan financing.,40% capital subsidy for coir units with project cost up to ₹10 Lakh with bank loan financing.,Establishment of coir processing micro-units for sustainable livelihood.,"Ministry of Micro, Small and Medium Enterprises","Ministry of Micro, Small and Medium Enterprises",Coir Board / State DICs,Coir Artisans and Entrepreneurs setting up coir units,"INDIVIDUAL, COIR_UNIT",Coir Artisans and Entrepreneurs setting up coir units,"COIR_ARTISAN, ARTISAN",,,Coir Artisans and Entrepreneurs setting up coir units,,,,,,,,All States and Union Territories of India,All States and Union Territories of India,All Districts,All Districts,COIR_INDUSTRY,Cross-Sectoral / Multiple Eligible Activities,Cross-Sectoral / Multiple Eligible Activities,NEW,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,As per statutory guidelines,As per statutory guidelines,As specified in scheme eligibility criteria,As specified in scheme eligibility criteria,CREDIT_LINKED_SUBSIDY,"Direct subsidy up to 50% for bee colonies, scientific hives, honey extraction equipment and processing clusters.",NO,,1000000.0,,,,,,,YES,40.0,,YES,,,,NOT_APPLICABLE,,,,,,,As per official lending norms,As per official lending norms,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,THROUGH_AUTHORIZED_AGENCY,https://nbb.gov.in/,https://coirboard.gov.in/,Submit online via official portal or contact authorized facilitation agency.,"Statutory identity, address, and category documents as per guidelines.",National Government Service Helpline 1800-11-0001 / Official Scheme Portal,https://coirboard.gov.in/?page_id=221,"Coir Udyami Yojana Guidelines, Coir Board & Ministry of MSME",http://coirboard.gov.in/wp-content/uploads/2015/06/OperationalGuidelines_CUY.pdf,1.0,1.0,2024-01-01,2024-01-01,,1.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,"Coir Udyami Yojana, Ministry of Micro, Small and Medium Enterprises, GRANT_SUBSIDY",,SIH26092-041,
SIH26092-042,SIH26092-042,Mahila Coir Yojana,Government Welfare Scheme,75% subsidy on cost of motorized coir spinning ratts / equipment following 2-month skill training for women artisans.,75% subsidy on cost of motorized coir spinning ratts / equipment following 2-month skill training for women artisans.,Providing motorized ratts / coir processing machinery to trained women artisans at 75% subsidy.,"Ministry of Micro, Small and Medium Enterprises","Ministry of Micro, Small and Medium Enterprises",Coir Board / Coir Training Centres,Rural Women Artisans in coir spinning regions,"INDIVIDUAL, FEMALE",Rural Women Artisans in coir spinning regions,"WOMEN, COIR_ARTISAN",,,Rural Women Artisans in coir spinning regions,FEMALE,,,,,,,All States and Union Territories of India,All States and Union Territories of India,All Districts,All Districts,COIR_INDUSTRY,Cross-Sectoral / Multiple Eligible Activities,Cross-Sectoral / Multiple Eligible Activities,SELF_EMPLOYMENT,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,As per statutory guidelines,As per statutory guidelines,As specified in scheme eligibility criteria,As specified in scheme eligibility criteria,SUBSIDY,Funding support up to ₹25 Lakh for agri-startups and infrastructure grants under state agriculture plans.,NO,,,,,,,,,YES,75.0,,YES,,,,NOT_APPLICABLE,,,,,,,As per official lending norms,As per official lending norms,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,THROUGH_AUTHORIZED_AGENCY,https://rkvy.nic.in/,https://coirboard.gov.in/,Submit online via official portal or contact authorized facilitation agency.,"Statutory identity, address, and category documents as per guidelines.",National Government Service Helpline 1800-11-0001 / Official Scheme Portal,https://coirboard.gov.in/?page_id=223,"Mahila Coir Yojana Guidelines, Coir Board & Ministry of MSME",http://coirboard.gov.in/wp-content/uploads/2015/11/Financial-Assistance-Schemes.pdf,1.0,1.0,2024-01-01,2024-01-01,,1.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,"Mahila Coir Yojana, Ministry of Micro, Small and Medium Enterprises, GRANT_SUBSIDY",,SIH26092-042,
SIH26092-043,SIH26092-043,TREAD for Women,Government Welfare Scheme,Government grant up to 30% of total project cost for NGOs/institutions supporting women micro-enterprises and credit linkages.,Government grant up to 30% of total project cost for NGOs/institutions supporting women micro-enterprises and credit linkages.,Trade Related Entrepreneurship Assistance and Development for Women.,"Ministry of Micro, Small and Medium Enterprises","Ministry of Micro, Small and Medium Enterprises",Nodal Banks / Financial Institutions / NGOs,Women Entrepreneurs and Women Self Help Groups,"FEMALE, SHG, NGO",Women Entrepreneurs and Women Self Help Groups,"WOMEN, SHG",,,Women Entrepreneurs and Women Self Help Groups,FEMALE,,,,,,,All States and Union Territories of India,All States and Union Territories of India,All Districts,All Districts,MICRO_ENTERPRISE,Cross-Sectoral / Multiple Eligible Activities,Cross-Sectoral / Multiple Eligible Activities,ANY_STAGE,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,As per statutory guidelines,As per statutory guidelines,As specified in scheme eligibility criteria,As specified in scheme eligibility criteria,GRANT,"50% to 60% subsidy on certified foundation seeds, seed processing infrastructure and seed bank creation.",NO,,,,,,,,,YES,30.0,,YES,,,,NOT_APPLICABLE,,,,,,,As per official lending norms,As per official lending norms,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,THROUGH_AUTHORIZED_AGENCY,https://seednet.gov.in/,https://msme.gov.in/,Submit online via official portal or contact authorized facilitation agency.,"Statutory identity, address, and category documents as per guidelines.",National Government Service Helpline 1800-11-0001 / Official Scheme Portal,https://msme.gov.in/programmes-schemes/trade-related-entrepreneurship-assistance-and-development-tread-scheme-women,"TREAD Scheme for Women Guidelines, Ministry of MSME",https://msme.gov.in/schemes/entrepreneurship-and-skill-development-programs,1.0,1.0,2024-01-01,2024-01-01,,1.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,"TREAD for Women, Ministry of Micro, Small and Medium Enterprises, GRANT_SUBSIDY",,SIH26092-043,
SIH26092-044,SIH26092-044,Procurement and Marketing Support Scheme,Government Welfare Scheme,"Financial reimbursement for trade fair stall charges, space rent, and marketing development for MSEs.","Financial reimbursement for trade fair stall charges, space rent, and marketing development for MSEs.","Promoting marketing capability, trade fair participation, and GeM onboarding for MSEs.","Ministry of Micro, Small and Medium Enterprises","Ministry of Micro, Small and Medium Enterprises",MSME-DFOs / NSIC,Micro and Small Enterprises (MSEs),"MICRO_ENTERPRISE, SMALL_ENTERPRISE",Micro and Small Enterprises (MSEs),MSE,,,Micro and Small Enterprises (MSEs),,,,,,,,All States and Union Territories of India,All States and Union Territories of India,All Districts,All Districts,MSME,Cross-Sectoral / Multiple Eligible Activities,Cross-Sectoral / Multiple Eligible Activities,EXISTING,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,As per statutory guidelines,As per statutory guidelines,As specified in scheme eligibility criteria,As specified in scheme eligibility criteria,MARKET_LINKAGE,"Financial assistance for farmer training, technology demonstrations, Kisan Call Center and farm mechanization.",NO,,,,,,,,,YES,50.0,,YES,,,,NOT_APPLICABLE,,,,,,,As per official lending norms,As per official lending norms,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,THROUGH_AUTHORIZED_AGENCY,https://nmaet.gov.in/,https://msme.gov.in/,Submit online via official portal or contact authorized facilitation agency.,"Statutory identity, address, and category documents as per guidelines.",National Government Service Helpline 1800-11-0001 / Official Scheme Portal,https://msme.gov.in/programmes-schemes/procurement-and-marketing-support-pms-scheme,"Procurement and Marketing Support Scheme, Ministry of MSME",https://my.msme.gov.in/MyMsme/COM_Matu.aspx,1.0,1.0,2024-01-01,2024-01-01,,1.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,"Procurement and Marketing Support Scheme, Ministry of Micro, Small and Medium Enterprises, GRANT_SUBSIDY",,SIH26092-044,
SIH26092-045,SIH26092-045,NSIC Raw Material Assistance,Government Welfare Scheme,"Financial assistance for bulk raw material procurement (steel, aluminum, copper, polymer) against bank guarantee.","Financial assistance for bulk raw material procurement (steel, aluminum, copper, polymer) against bank guarantee.",Procurement of raw materials with financial assistance against bank guarantee.,"Ministry of Micro, Small and Medium Enterprises","Ministry of Micro, Small and Medium Enterprises",National Small Industries Corporation (NSIC),"Manufacturing Micro, Small and Medium Enterprises",MANUFACTURING_MSME,"Manufacturing Micro, Small and Medium Enterprises",MSME,,,"Manufacturing Micro, Small and Medium Enterprises",,,,,,,,All States and Union Territories of India,All States and Union Territories of India,All Districts,All Districts,MANUFACTURING,Cross-Sectoral / Multiple Eligible Activities,Cross-Sectoral / Multiple Eligible Activities,EXISTING,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,As per statutory guidelines,As per statutory guidelines,As specified in scheme eligibility criteria,As specified in scheme eligibility criteria,RAW_MATERIAL_ASSISTANCE,"Subsidy assistance for soil health management, rainfed area development and integrated farming models.",NO,,,,,,,,,YES,50.0,,YES,,,,NOT_APPLICABLE,,,,,,,As per official lending norms,As per official lending norms,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,THROUGH_AUTHORIZED_AGENCY,https://nmsa.dac.gov.in/,https://www.nsic.co.in/,Submit online via official portal or contact authorized facilitation agency.,"Statutory identity, address, and category documents as per guidelines.",National Government Service Helpline 1800-11-0001 / Official Scheme Portal,https://www.nsic.co.in/Schemes/Raw-Material-Assistance.aspx,NSIC Raw Material Assistance Scheme Guidelines,https://www.nsic.co.in/documents/pdfs/RMA/FAQ-RMA-SCHEME-18082025.pdf,1.0,1.0,2024-01-01,2024-01-01,,1.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,"NSIC Raw Material Assistance, Ministry of Micro, Small and Medium Enterprises, GRANT_SUBSIDY",,SIH26092-045,
SIH26092-046,SIH26092-046,MSME Innovative – Incubation,Government Welfare Scheme,Grant up to ₹15 Lakh per idea for prototype development and incubation support through Host Institutes.,Grant up to ₹15 Lakh per idea for prototype development and incubation support through Host Institutes.,Financial support for incubation and developing innovative prototypes into commercial products.,"Ministry of Micro, Small and Medium Enterprises","Ministry of Micro, Small and Medium Enterprises","MSME-DFOs / Host Institutes (IITs, NITs, Colleges)","Innovators, MSMEs, Students with novel technical ideas","INDIVIDUAL, MSME, STUDENT","Innovators, MSMEs, Students with novel technical ideas","INNOVATOR, STUDENT, MSME",,,"Innovators, MSMEs, Students with novel technical ideas",,,,,,,,All States and Union Territories of India,All States and Union Territories of India,All Districts,All Districts,INNOVATION,Cross-Sectoral / Multiple Eligible Activities,Cross-Sectoral / Multiple Eligible Activities,NEW,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,As per statutory guidelines,As per statutory guidelines,As specified in scheme eligibility criteria,As specified in scheme eligibility criteria,GRANT,"Subsidies for quality seed distribution, intercropping, micro-irrigation and processing machinery for oil palm/oilseeds.",NO,,,,,,,,,YES,50.0,,YES,1500000.0,,,NOT_APPLICABLE,,,,,,,As per official lending norms,As per official lending norms,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,THROUGH_AUTHORIZED_AGENCY,https://nmoop.gov.in/,https://innovative.msme.gov.in/,Submit online via official portal or contact authorized facilitation agency.,"Statutory identity, address, and category documents as per guidelines.",National Government Service Helpline 1800-11-0001 / Official Scheme Portal,https://innovative.msme.gov.in/Incubation,"MSME Innovative - Incubation Scheme Guidelines, Ministry of MSME",https://innovative.msme.gov.in/Documents/FinalGuidelines_MSME_Innovative.pdf,1.0,1.0,2024-01-01,2024-01-01,,1.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,"MSME Innovative – Incubation, Ministry of Micro, Small and Medium Enterprises, GRANT_SUBSIDY",,SIH26092-046,
SIH26092-047,SIH26092-047,MSME Innovative – Design,Government Welfare Scheme,75% grant assistance up to ₹40 Lakh for micro/small/medium enterprises for professional design project consultancy.,75% grant assistance up to ₹40 Lakh for micro/small/medium enterprises for professional design project consultancy.,Financial assistance for engaging expert design consultants and student design projects.,"Ministry of Micro, Small and Medium Enterprises","Ministry of Micro, Small and Medium Enterprises","IISc Bangalore, IITs, NIDs / MSME-DFOs",Manufacturing MSMEs seeking professional design expertise,MSME,Manufacturing MSMEs seeking professional design expertise,MSME,,,Manufacturing MSMEs seeking professional design expertise,,,,,,,,All States and Union Territories of India,All States and Union Territories of India,All Districts,All Districts,DESIGN_INNOVATION,Cross-Sectoral / Multiple Eligible Activities,Cross-Sectoral / Multiple Eligible Activities,EXISTING,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,As per statutory guidelines,As per statutory guidelines,As specified in scheme eligibility criteria,As specified in scheme eligibility criteria,GRANT,"Direct input subsidies on high-yielding variety seeds, bio-fertilizers, plant protection chemicals and farm implements.",NO,,,,,,,,,YES,75.0,,YES,4000000.0,,,NOT_APPLICABLE,,,,,,,As per official lending norms,As per official lending norms,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,THROUGH_AUTHORIZED_AGENCY,https://nfsm.gov.in/,https://innovative.msme.gov.in/,Submit online via official portal or contact authorized facilitation agency.,"Statutory identity, address, and category documents as per guidelines.",National Government Service Helpline 1800-11-0001 / Official Scheme Portal,https://innovative.msme.gov.in/Design,"MSME Innovative - Design Scheme Guidelines, Ministry of MSME",https://innovative.msme.gov.in/Documents/MSME_InnovativeFAQ.pdf,1.0,1.0,2024-01-01,2024-01-01,,1.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,"MSME Innovative – Design, Ministry of Micro, Small and Medium Enterprises, GRANT_SUBSIDY",,SIH26092-047,
SIH26092-048,SIH26092-048,MSME Innovative – IPR Facilitation,Government Welfare Scheme,"Reimbursement up to ₹5 Lakh for foreign patents, ₹1 Lakh for Indian patents, and ₹10,000 for trademark registration.","Reimbursement up to ₹5 Lakh for foreign patents, ₹1 Lakh for Indian patents, and ₹10,000 for trademark registration.","Reimbursement of expenses incurred in registration of Patents, Trademarks, GI, and Industrial Designs.","Ministry of Micro, Small and Medium Enterprises","Ministry of Micro, Small and Medium Enterprises",IPR Facilitation Centres / MSME-DFOs,"MSMEs and Innovators seeking Patent, Trademark, and GI registration","MSME, INNOVATOR","MSMEs and Innovators seeking Patent, Trademark, and GI registration","MSME, INNOVATOR",,,"MSMEs and Innovators seeking Patent, Trademark, and GI registration",,,,,,,,All States and Union Territories of India,All States and Union Territories of India,All Districts,All Districts,INTELLECTUAL_PROPERTY,Cross-Sectoral / Multiple Eligible Activities,Cross-Sectoral / Multiple Eligible Activities,ANY_STAGE,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,As per statutory guidelines,As per statutory guidelines,As specified in scheme eligibility criteria,As specified in scheme eligibility criteria,REIMBURSEMENT,70% to 80% government grant (up to ₹30 Crore) for Common Facility Centers and Infrastructure Development in MSE clusters.,NO,,,,,,,,,YES,80.0,,YES,,,,NOT_APPLICABLE,,,,,,,As per official lending norms,As per official lending norms,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,ONLINE,https://my.msme.gov.in/,https://innovative.msme.gov.in/,Submit online via official portal or contact authorized facilitation agency.,"Statutory identity, address, and category documents as per guidelines.",National Government Service Helpline 1800-11-0001 / Official Scheme Portal,https://innovative.msme.gov.in/IPR,"MSME Innovative - Intellectual Property Rights (IPR), Ministry of MSME",https://innovative.msme.gov.in/Home/AboutIpr,1.0,1.0,2024-01-01,2024-01-01,,1.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,"MSME Innovative – IPR Facilitation, Ministry of Micro, Small and Medium Enterprises, GRANT_SUBSIDY",,SIH26092-048,
SIH26092-049,SIH26092-049,"MSME Innovative (Incubation, Design and IPR) Scheme",Innovation & Intellectual Property Support Scheme,"80% subsidy for Micro, 60% for Small, and 50% for Medium Enterprises on ZED certification assessment fee.","80% subsidy for Micro, 60% for Small, and 50% for Medium Enterprises on ZED certification assessment fee.",Zero Defect Zero Effect (ZED) certification and subsidy on assessment cost.,"Ministry of Micro, Small and Medium Enterprises","Ministry of Micro, Small and Medium Enterprises",Quality Council of India (QCI) / MSME-DFOs,"Udyam-registered Manufacturing Micro, Small, and Medium Enterprises",MANUFACTURING_MSME,"Udyam-registered Manufacturing Micro, Small, and Medium Enterprises",MSME,,,"Udyam-registered Manufacturing Micro, Small, and Medium Enterprises",,,,,,,,All States and Union Territories of India,All States and Union Territories of India,All Districts,All Districts,MANUFACTURING,Cross-Sectoral / Multiple Eligible Activities,Cross-Sectoral / Multiple Eligible Activities,EXISTING,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,As per statutory guidelines,As per statutory guidelines,As specified in scheme eligibility criteria,As specified in scheme eligibility criteria,GRANT; SUBSIDY,"80% (Micro), 60% (Small), 50% (Medium) government subsidy on certification and handholding assessment costs.",NO,,,,,,,,,YES,100.0,"Financial grant up to ₹15 Lakh for incubation idea nurturing, ₹40 Lakh for design expertise, and reimbursement up to ₹5 Lakh for patent/IPR registration",YES,,,,NOT_APPLICABLE,,,,,,,As per official lending norms,As per official lending norms,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,ONLINE,https://zed.msme.gov.in/,https://zed.msme.gov.in/,Submit online via official portal or contact authorized facilitation agency.,"Statutory identity, address, and category documents as per guidelines.",National Government Service Helpline 1800-11-0001 / Official Scheme Portal,https://zed.msme.gov.in/,"MSME Sustainable (ZED) Certification Scheme Guidelines, Ministry of MSME",https://zed.msme.gov.in/subsidy-on-cost-of-certification,1.0,1.0,2024-01-01,2024-01-01,,1.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,"MSME Sustainable ZED, Ministry of Micro, Small and Medium Enterprises, GRANT_SUBSIDY",,SIH26092-049,
SIH26092-050,SIH26092-050,Micro & Small Enterprises Cluster Development Programme (MSE-CDP),Industrial Infrastructure & Common Facility Centre Scheme,Grant support up to ₹30 Crore (up to 80% project cost) for setting up Common Facility Centres (CFCs) and Industrial Infrastructure.,Grant support up to ₹30 Crore (up to 80% project cost) for setting up Common Facility Centres (CFCs) and Industrial Infrastructure.,Enhancing productivity and competitiveness of Micro and Small Enterprises through infrastructure and CFCs.,"Ministry of Micro, Small and Medium Enterprises","Ministry of Micro, Small and Medium Enterprises",State Governments / MSME-DFOs / Cluster Associations,MSE Industrial Clusters and Special Purpose Vehicles (SPVs),"SPV, ASSOCIATION, STATE_AGENCY",MSE Industrial Clusters and Special Purpose Vehicles (SPVs),MSE_CLUSTER,,,MSE Industrial Clusters and Special Purpose Vehicles (SPVs),,,,,,,,All States and Union Territories of India,All States and Union Territories of India,All Districts,All Districts,INDUSTRIAL_CLUSTER,Cross-Sectoral / Multiple Eligible Activities,Cross-Sectoral / Multiple Eligible Activities,ANY_STAGE,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,As per statutory guidelines,As per statutory guidelines,As specified in scheme eligibility criteria,As specified in scheme eligibility criteria,GRANT,"100% free paperless permanent statutory registration certificate enabling priority lending, subsidies and public procurement protection.",NO,,300000000.0,,,,,,,YES,80.0,Grant of up to 70-80% of project cost (max ₹30 Crore for Common Facility Centres and ₹15 Crore for Infrastructure Development),NO,,,,NOT_APPLICABLE,,,,,,,As per official lending norms,As per official lending norms,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,THROUGH_AUTHORIZED_AGENCY,https://udyamregistration.gov.in/,https://lean.msme.gov.in/,Submit online via official portal or contact authorized facilitation agency.,"Statutory identity, address, and category documents as per guidelines.",National Government Service Helpline 1800-11-0001 / Official Scheme Portal,https://lean.msme.gov.in/,"MSME Competitive (Lean) Scheme Guidelines, Ministry of MSME",https://www.dcmsme.gov.in/ebook/MSME%20booklet_English_7_Nov.pdf,1.0,1.0,2024-01-01,2024-01-01,,1.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,"MSE-CDP, Ministry of Micro, Small and Medium Enterprises, GRANT_SUBSIDY",,SIH26092-050,
SIH26092-051,SIH26092-051,Credit Guarantee Scheme for Micro and Small Enterprises (CGTMSE),Credit Guarantee Scheme,Collateral-free credit guarantee cover up to ₹5 Crore (up to 85% guarantee coverage) for bank loans extended to MSEs.,Collateral-free credit guarantee cover up to ₹5 Crore (up to 85% guarantee coverage) for bank loans extended to MSEs.,Providing collateral-free credit guarantee cover up to ₹5 Crore to lenders for loans given to MSEs.,"Ministry of Micro, Small and Medium Enterprises","Ministry of Micro, Small and Medium Enterprises",Credit Guarantee Fund Trust for Micro and Small Enterprises (CGTMSE) / Banks,New and Existing Micro and Small Enterprises,"MICRO_ENTERPRISE, SMALL_ENTERPRISE",New and Existing Micro and Small Enterprises,MSE,,,New and Existing Micro and Small Enterprises,,,,,,,,All States and Union Territories of India,All States and Union Territories of India,All Districts,All Districts,MSME,Cross-Sectoral / Multiple Eligible Activities,Cross-Sectoral / Multiple Eligible Activities,ANY_STAGE,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,As per statutory guidelines,As per statutory guidelines,As specified in scheme eligibility criteria,As specified in scheme eligibility criteria,GUARANTEE,Credit guarantee coverage up to 85% for micro and small enterprise loans without third-party collateral.,NO,,,,,,,,,NO,,Provides collateral-free credit guarantee up to ₹5 Crore for MSME loans sanctioned by member financial institutions,NO,,,,NOT_APPLICABLE,,,,,,,FALSE,As per official lending norms,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,THROUGH_BANK,https://www.cgtmse.in/,https://www.cgtmse.in/,Submit online via official portal or contact authorized facilitation agency.,"Statutory identity, address, and category documents as per guidelines.",National Government Service Helpline 1800-11-0001 / Official Scheme Portal,https://www.cgtmse.in/,CGTMSE Credit Guarantee Scheme for Micro & Small Enterprises,https://ramp.msme.gov.in/ramp/pdf-documents/scheme-guidelines/CGTMSE_Scheme_Document_CGS_I_updated_as_on_Jan_01_2025.pdf,1.0,1.0,2024-01-01,2024-01-01,,1.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,"CGTMSE, Ministry of Micro, Small and Medium Enterprises, GUARANTEE_CREDIT_SUPPORT",,SIH26092-051,
SIH26092-052,SIH26092-052,NSFDC Micro Finance Scheme (MFS),Concessional Micro-Credit Scheme,Micro-finance loan up to ₹1.25 Lakh at 6.5% p.a. interest rate for Scheduled Caste beneficiaries for micro-units.,Small income-generating activities for SC beneficiaries,Direct financial assistance for small income-generating micro-activities for SC beneficiaries.,Ministry of Social Justice and Empowerment,Ministry of Social Justice and Empowerment,National Scheduled Castes Finance and Development Corporation (NSFDC) / SCAs,Scheduled Caste (SC) individuals and micro-entrepreneurs,"INDIVIDUAL, SC_BENEFICIARY",SC,SC,,TRUE,SC,ANY,ANY,,,500000,<=,ANNUAL_FAMILY_INCOME_ALL_SOURCES,ALL_INDIA,ALL_INDIA,NOT_APPLICABLE,NOT_APPLICABLE,MICRO_FINANCE,SMALL_MICRO_BUSINESS,Cross-Sectoral / Multiple Eligible Activities,NEW,New or Existing Enterprise as per Guidelines,TRUE,New or Existing Enterprise as per Guidelines,TRUE,As per statutory guidelines,As per statutory guidelines,FALSE,FALSE,LOAN,"National portal routing concessional credit lines (up to ₹50 Lakh) @ 4-6% p.a. for Safai Karamcharis, SCs, and OBCs.",YES,,140000.0,10000.0,125000.0,10000.0,125000.0,90.0,10,NO,,,NO,,6.0,6.0,CONCESSIONAL,36,36,QUARTERLY,,3,,As per official lending norms,As per official lending norms,FALSE,FALSE,FALSE,CONDITIONAL,THROUGH_AUTHORIZED_AGENCY,https://pmsuraj.dosje.gov.in/,https://pmsuraj.dosje.gov.in/,Apply online through PM-SURAJ or submit through authorised SCA/CA; NSFDC does not accept direct applications.,See scheme_documents.csv,1800110396,https://pmsuraj.dosje.gov.in/,"PM-SURAJ National Portal, Ministry of Social Justice and Empowerment",https://nsfdc.nic.in/index.php/scheme; https://nsfdc.nic.in/index.php/faqs,WEB,Named scheme section; NSFDC FAQ eligibility and application route,2024-01-01,2026-01-07,,CURRENT_WEB_PAGE,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,SC; NSFDC; MICRO_FINANCE,,SIH26092-052,
