scheme_id,scheme_code,scheme_name,scheme_type,short_description,detailed_description,purpose,source_organization,ministry,implementing_agency,target_beneficiary,applicant_types,marginalized_group,target_groups,entrepreneur_type,sc_required,social_category,gender_condition,gender_requirement,age_min,age_max,income_limit,income_operator,income_definition,state_restriction,state_coverage,district_restriction,district_coverage,sector,activity_type,business_types,business_stage,new_unit_required,new_business_allowed,existing_unit_allowed,existing_business_allowed,business_registration_required,enterprise_size_requirement,education_applicable,vocational_training_applicable,support_type,benefit_description,loan_available,min_project_cost,max_project_cost,minimum_loan_amount,maximum_loan_amount,min_loan_amount,max_loan_amount,financing_percentage,beneficiary_contribution_percentage,subsidy_available,subsidy_percentage,subsidy_details,grant_available,grant_amount,interest_rate_min,interest_rate_max,interest_rate_type,repayment_period_min_months,repayment_period_max_months,repayment_frequency,moratorium_min_months,moratorium_max_months,moratorium_interest_mode,collateral_required,security_required,training_available,equipment_support,market_support,working_capital_support,application_mode,application_url,official_portal,application_steps,required_documents,helpline,official_source_url,source_title,source_document,source_page,source_section,source_published_date,effective_from,effective_to,scheme_version,previous_version,change_summary,last_verified_date,verification_status,scheme_status,notes,data_confidence,searchable_tags,normalization_note,raw_source_row,legacy_priority_raw
SIH26092-024,UNKNOWN,ASPIRE,UNKNOWN,100% grant assistance up to ₹1 Crore for setting up Livelihood Business Incubators to train rural youth and incubate agri-enterprises.,UNKNOWN,Creating Livelihood Business Incubators (LBIs) and Technology Business Incubators (TBIs) for agro-rural innovation.,Ministry of MSME,"Ministry of Micro, Small and Medium Enterprises","KVIC, Coir Board, NSIC, Agro-Incubators","Agro-Rural Entrepreneurs, Livelihood Incubators, Startups","INSTITUTION, INCUBATOR, ENTREPRENEUR",UNKNOWN,"FARMER, RURAL_YOUTH",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,AGRI_BUSINESS,UNKNOWN,UNKNOWN,NEW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GRANT,UNKNOWN,UNKNOWN,UNKNOWN,10000000.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://my.msme.gov.in/ARI/ASPIRE,Official source URL carried from original dataset; parameter-level source extraction pending,https://my.msme.gov.in/ARI/ASPIRE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Legacy values not independently supported by an extracted authoritative source were reset to UNKNOWN; see changelog and verification report.,2026-08-27,VERIFIED,UNKNOWN,Not eligible for deterministic financial matching until the scheme-specific official rule source is extracted.,LOW,UNKNOWN,No final embedding_text retained.,SIH26092-024,UNKNOWN
SIH26092-025,UNKNOWN,PMMSY – Entrepreneur Model,UNKNOWN,"40% subsidy for General and 60% subsidy for SC/ST/Women for setting up aquaculture, biofloc, fish feed, and cold storage projects.",UNKNOWN,"Holistic development of fisheries sector through aquaculture, cold chain infrastructure, and biofloc units.",Department of Fisheries,"Ministry of Fisheries, Animal Husbandry and Dairying",State Fisheries Departments / NFDB,"Fishers, Fish Farmers, Fisheries Cooperatives, Entrepreneurs","INDIVIDUAL, FPO, COOPERATIVE, ENTERPRISE",UNKNOWN,"FISH_FARMER, FISHERMAN",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FISHERIES,UNKNOWN,UNKNOWN,ANY_STAGE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CAPITAL_SUBSIDY,UNKNOWN,UNKNOWN,UNKNOWN,5000000.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CONDITIONAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.myscheme.gov.in/schemes/pmmsy,Official source URL carried from original dataset; parameter-level source extraction pending,https://www.myscheme.gov.in/schemes/pmmsy,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Legacy values not independently supported by an extracted authoritative source were reset to UNKNOWN; see changelog and verification report.,2026-08-27,VERIFIED,UNKNOWN,Not eligible for deterministic financial matching until the scheme-specific official rule source is extracted.,LOW,UNKNOWN,No final embedding_text retained.,SIH26092-025,UNKNOWN
SIH26092-026,UNKNOWN,PMMKSSY,UNKNOWN,"Livelihood financial assistance during fishing ban/lean periods, safety equipment grants, and group accident insurance for fishers.",UNKNOWN,"Livelihood support, insurance coverage, and vessel safety equipment for coastal and inland fishers.",Department of Fisheries,"Ministry of Fisheries, Animal Husbandry and Dairying",Department of Fisheries / State Nodal Agencies,"Traditional Fishers, Coastal Communities, Aqua Workers","INDIVIDUAL, COOPERATIVE",UNKNOWN,"FISH_FARMER, FISHERMAN",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FISHERIES,UNKNOWN,UNKNOWN,ANY_STAGE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FINANCIAL_ASSISTANCE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.pmindia.gov.in/en/news_updates/cabinet-approves-pradhan-mantri-matsya-kisan-samridhi-sah-yojana-pm-mkssy-a-central-sector-sub-scheme-under-the-pradhan-mantri-matsya-sampada-for-the-fisheries-sector-micro-and-small-enterprises/,Official source URL carried from original dataset; parameter-level source extraction pending,https://www.pmindia.gov.in/en/news_updates/cabinet-approves-pradhan-mantri-matsya-kisan-samridhi-sah-yojana-pm-mkssy-a-central-sector-sub-scheme-under-the-pradhan-mantri-matsya-sampada-for-the-fisheries-sector-micro-and-small-enterprises/,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Legacy values not independently supported by an extracted authoritative source were reset to UNKNOWN; see changelog and verification report.,2026-08-27,VERIFIED,UNKNOWN,Not eligible for deterministic financial matching until the scheme-specific official rule source is extracted.,LOW,UNKNOWN,No final embedding_text retained.,SIH26092-026,UNKNOWN
SIH26092-027,UNKNOWN,NSKFDC Swachhta Udyami Yojana – sanitation equipment/vehicles,UNKNOWN,Concessional loans up to ₹50 Lakh at 4% to 6% interest rate with 50% capital subsidy (up to ₹5 Lakh) for procuring mechanized sanitation equipment and vehicles.,UNKNOWN,Mechanization of sanitation work by assisting target beneficiaries to procure sanitation equipment and vehicles.,NSKFDC,Ministry of Social Justice and Empowerment,National Safai Karamcharis Finance and Development Corporation (NSKFDC) / Urban Local Bodies,"Safai Karamcharis, Manual Scavengers, and their dependents","INDIVIDUAL, SANITATION_WORKER",UNKNOWN,"SANITATION_WORKER, SAFAI_KARAMCHARI",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SANITATION,UNKNOWN,UNKNOWN,NEW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TERM_LOAN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,5000000.0,UNKNOWN,UNKNOWN,UNKNOWN,50.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://nskfdc.nic.in/en/content/schemes-programmes/loan-schemes,Official source URL carried from original dataset; parameter-level source extraction pending,https://nskfdc.nic.in/en/content/schemes-programmes/loan-schemes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Legacy values not independently supported by an extracted authoritative source were reset to UNKNOWN; see changelog and verification report.,2026-08-27,VERIFIED,UNKNOWN,Not eligible for deterministic financial matching until the scheme-specific official rule source is extracted.,LOW,UNKNOWN,No final embedding_text retained.,SIH26092-027,UNKNOWN
SIH26092-028,UNKNOWN,NSKFDC General Term Loan,UNKNOWN,Concessional term loans up to ₹15 Lakh at 6% p.a. interest rate for sanitation workers establishing self-employment business units.,UNKNOWN,General term loans for setting up any viable income-generating business unit.,NSKFDC,Ministry of Social Justice and Empowerment,NSKFDC / State Channelizing Agencies,"Safai Karamcharis, Scavengers, and their dependents","INDIVIDUAL, ENTREPRENEUR",UNKNOWN,SANITATION_WORKER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MICRO_ENTERPRISE,UNKNOWN,UNKNOWN,ANY_STAGE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TERM_LOAN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1500000.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,6.0,6.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://nskfdc.nic.in/en/content/schemes-programmes/general-term-loan-tl,Official source URL carried from original dataset; parameter-level source extraction pending,https://nskfdc.nic.in/en/content/schemes-programmes/general-term-loan-tl,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Legacy values not independently supported by an extracted authoritative source were reset to UNKNOWN; see changelog and verification report.,2026-08-27,VERIFIED,UNKNOWN,Not eligible for deterministic financial matching until the scheme-specific official rule source is extracted.,LOW,UNKNOWN,No final embedding_text retained.,SIH26092-028,UNKNOWN
SIH26092-029,UNKNOWN,NSKFDC Micro Credit Finance,UNKNOWN,Micro-credit assistance up to ₹1 Lakh per individual at 5% p.a. interest rate for small income-generating micro-activities.,UNKNOWN,Micro-credit financial assistance for small business activities.,NSKFDC,Ministry of Social Justice and Empowerment,NSKFDC / State Channelizing Agencies,Safai Karamcharis and their dependents,"INDIVIDUAL, MICRO_BUSINESS",UNKNOWN,SANITATION_WORKER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MICRO_ENTERPRISE,UNKNOWN,UNKNOWN,ANY_STAGE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MICRO_CREDIT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,100000.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,5.0,5.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://nskfdc.nic.in/en/content/home/schemes-programmes,Official source URL carried from original dataset; parameter-level source extraction pending,https://nskfdc.nic.in/en/content/home/schemes-programmes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Legacy values not independently supported by an extracted authoritative source were reset to UNKNOWN; see changelog and verification report.,2026-08-27,VERIFIED,UNKNOWN,Not eligible for deterministic financial matching until the scheme-specific official rule source is extracted.,LOW,UNKNOWN,No final embedding_text retained.,SIH26092-029,UNKNOWN
SIH26092-030,UNKNOWN,NSKFDC Mahila Samriddhi Yojana,UNKNOWN,Micro-credit assistance up to ₹1 Lakh at 4% p.a. interest rate exclusively for women Safai Karamcharis for micro-enterprises.,UNKNOWN,Concessional micro-credit scheme specifically designed for women sanitation workers.,NSKFDC,Ministry of Social Justice and Empowerment,NSKFDC / State Channelizing Agencies,Women Safai Karamcharis and female dependents,"INDIVIDUAL, FEMALE",UNKNOWN,"SANITATION_WORKER, WOMEN",UNKNOWN,UNKNOWN,UNKNOWN,FEMALE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MICRO_ENTERPRISE,UNKNOWN,UNKNOWN,ANY_STAGE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MICRO_CREDIT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,100000.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,4.0,4.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://nskfdc.nic.in/en/content/home/schemes-programmes,Official source URL carried from original dataset; parameter-level source extraction pending,https://nskfdc.nic.in/en/content/home/schemes-programmes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Legacy values not independently supported by an extracted authoritative source were reset to UNKNOWN; see changelog and verification report.,2026-08-27,VERIFIED,UNKNOWN,Not eligible for deterministic financial matching until the scheme-specific official rule source is extracted.,LOW,UNKNOWN,No final embedding_text retained.,SIH26092-030,UNKNOWN
SIH26092-031,UNKNOWN,NDFDC Micro Financing Scheme,UNKNOWN,Micro-credit up to ₹1 Lakh at 5% p.a. interest rate for Persons with Disabilities to start small income-generating activities.,UNKNOWN,Micro-finance for small commercial activities for Persons with Disabilities.,NDFDC,Ministry of Social Justice and Empowerment,National Divyangjan Finance and Development Corporation (NDFDC) / SCAs,Persons with Disabilities (PwDs / Divyangjan),"INDIVIDUAL, PWD",UNKNOWN,"DIVYANGJAN, PWD",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MICRO_ENTERPRISE,UNKNOWN,UNKNOWN,ANY_STAGE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MICRO_CREDIT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,100000.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,5.0,5.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://ndfdc.nic.in/schemes/micro-financing-scheme,Official source URL carried from original dataset; parameter-level source extraction pending,https://ndfdc.nic.in/schemes/micro-financing-scheme,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Legacy values not independently supported by an extracted authoritative source were reset to UNKNOWN; see changelog and verification report.,2026-08-27,VERIFIED,UNKNOWN,Not eligible for deterministic financial matching until the scheme-specific official rule source is extracted.,LOW,UNKNOWN,No final embedding_text retained.,SIH26092-031,UNKNOWN
SIH26092-032,UNKNOWN,NDFDC Self-Employment Loan,UNKNOWN,Term loan up to ₹50 Lakh at 5% to 9% p.a. interest rate for Divyangjan entrepreneurs setting up enterprise units.,UNKNOWN,"Term loans for self-employment ventures in manufacturing, trading, or service sectors for Divyangjan.",NDFDC,Ministry of Social Justice and Empowerment,NDFDC / State Channelizing Agencies,Persons with Disabilities (PwDs) establishing self-employment units,"INDIVIDUAL, PWD, ENTREPRENEUR",UNKNOWN,"DIVYANGJAN, PWD",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MICRO_ENTERPRISE,UNKNOWN,UNKNOWN,ANY_STAGE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TERM_LOAN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,5000000.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,5.0,9.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://ndfdc.nic.in/how-to-obtain-loan,Official source URL carried from original dataset; parameter-level source extraction pending,https://ndfdc.nic.in/how-to-obtain-loan,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Legacy values not independently supported by an extracted authoritative source were reset to UNKNOWN; see changelog and verification report.,2026-08-27,VERIFIED,UNKNOWN,Not eligible for deterministic financial matching until the scheme-specific official rule source is extracted.,LOW,UNKNOWN,No final embedding_text retained.,SIH26092-032,UNKNOWN
SIH26092-033,UNKNOWN,DAY-NULM SEP – Individual,UNKNOWN,Bank loans up to ₹2 Lakh for individual urban poor entrepreneurs with interest subsidy over 7% p.a.,UNKNOWN,Assisting urban poor individuals to set up micro-enterprises with bank credit and interest subsidy.,DAY-NULM,Ministry of Housing and Urban Affairs,Urban Local Bodies (ULBs) / State Urban Livelihoods Missions (SULMs),Urban Poor Individuals,"INDIVIDUAL, URBAN_POOR",UNKNOWN,URBAN_POOR,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,URBAN_ENTERPRISE,UNKNOWN,UNKNOWN,NEW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,INTEREST_SUBSIDY,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,200000.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,7.0,7.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://nulm.gov.in/PDF/NULM_Mission/SEP_Guidelines.pdf,Official source URL carried from original dataset; parameter-level source extraction pending,https://nulm.gov.in/PDF/NULM_Mission/SEP_Guidelines.pdf,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Legacy values not independently supported by an extracted authoritative source were reset to UNKNOWN; see changelog and verification report.,2026-08-27,VERIFIED,UNKNOWN,Not eligible for deterministic financial matching until the scheme-specific official rule source is extracted.,LOW,UNKNOWN,No final embedding_text retained.,SIH26092-033,UNKNOWN
SIH26092-034,UNKNOWN,DAY-NULM SEP – Group,UNKNOWN,Bank loans up to ₹10 Lakh for urban poor SHG group enterprises with interest subsidy over 7% p.a.,UNKNOWN,Assisting groups/SHGs of urban poor to set up group micro-enterprises.,DAY-NULM,Ministry of Housing and Urban Affairs,Urban Local Bodies / SULMs / Commercial Banks,Urban Self Help Groups (SHGs) and Micro-Enterprise Groups,"SHG, GROUP",UNKNOWN,"URBAN_POOR, SHG",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,URBAN_ENTERPRISE,UNKNOWN,UNKNOWN,NEW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,INTEREST_SUBSIDY,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1000000.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,7.0,7.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://nulm.gov.in/PDF/Reg_Workshop_pdf/SEP_reg.pdf,Official source URL carried from original dataset; parameter-level source extraction pending,https://nulm.gov.in/PDF/Reg_Workshop_pdf/SEP_reg.pdf,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Legacy values not independently supported by an extracted authoritative source were reset to UNKNOWN; see changelog and verification report.,2026-08-27,VERIFIED,UNKNOWN,Not eligible for deterministic financial matching until the scheme-specific official rule source is extracted.,LOW,UNKNOWN,No final embedding_text retained.,SIH26092-034,UNKNOWN
SIH26092-035,UNKNOWN,DAY-NRLM Revolving Fund,UNKNOWN,"Revolving fund grant of ₹20,000 to ₹30,000 per eligible rural women SHG for strengthening group corpus and micro-lending.",UNKNOWN,Providing revolving fund to SHGs to strengthen their financial corpus and internal lending.,DAY-NRLM,Ministry of Rural Development,State Rural Livelihood Missions (SRLMs),Rural Women Self Help Groups (SHGs),SHG,UNKNOWN,"SHG, WOMEN, RURAL_POOR",UNKNOWN,UNKNOWN,UNKNOWN,FEMALE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,RURAL_ENTERPRISE,UNKNOWN,UNKNOWN,ANY_STAGE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,REVOLVING_FUND,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,30000.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://nrlm.gov.in/,Official source URL carried from original dataset; parameter-level source extraction pending,https://nrlm.gov.in/,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Legacy values not independently supported by an extracted authoritative source were reset to UNKNOWN; see changelog and verification report.,2026-08-27,VERIFIED,UNKNOWN,Not eligible for deterministic financial matching until the scheme-specific official rule source is extracted.,LOW,UNKNOWN,No final embedding_text retained.,SIH26092-035,UNKNOWN
